Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Gls,Ast,G-PK,PK,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xA,npxG+xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA.1,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,Recov,Won,Lost,Won%
Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,33,1989,22,22,1980,22.0,28,1.27,80,52,66.3,11,4,7,7,31.8,1,1,0,0,0.0,0,5,1,30.3,0.38,+3.3,+0.16,183,408,44.9,471,65,50.5,41.6,187,90.9,63.0,177,13,7.3,6,0.29,12.1,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,5,0,0,0,0,0,0,84,0,0,
Ederson,br BRA,GK,Manchester City,eng Premier League,28,1993,32,32,2880,32.0,21,0.66,72,50,72.2,24,5,3,18,56.3,1,1,0,0,0.0,0,1,0,19.0,0.26,-1.0,-0.03,129,226,57.1,834,132,23.7,29.8,117,23.9,31.4,148,14,9.5,27,0.87,16.5,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,0,1,7,0,0,0,0,0,1,107,0,0,
Aarón Escandell,es ESP,GK,Granada,es La Liga,26,1995,4,3,284,3.2,6,1.90,14,10,71.4,0,2,1,1,33.3,2,2,0,0,0.0,0,0,0,4.2,0.19,-1.8,-0.58,39,89,43.8,88,13,68.2,48.1,37,78.4,54.3,26,2,7.7,7,2.22,14.5,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,1,0,0,0,0,0,0,24,0,0,
Michael Esser,de GER,GK,Bochum,de Bundesliga,34,1987,2,2,180,2.0,4,2.00,8,5,62.5,2,0,0,0,0.0,1,1,0,0,0.0,0,1,0,3.5,0.32,-0.5,-0.24,15,56,26.8,64,6,57.8,42.7,26,73.1,48.6,23,0,0.0,0,0.00,9.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,13,0,0,
Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,37,1985,32,32,2880,32.0,42,1.31,129,85,69.0,15,7,10,7,21.9,4,2,1,1,33.3,1,7,1,42.0,0.31,+1.0,+0.03,211,512,41.2,604,120,56.8,44.4,231,73.2,54.0,293,11,3.8,6,0.19,11.8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,1,5,0,0,0,0,0,1,116,0,0,
Wladimiro Falcone,it ITA,GK,Sampdoria,it Serie A,27,1995,10,9,855,9.5,14,1.47,53,41,75.5,2,1,6,2,22.2,1,1,0,0,0.0,0,0,1,15.7,0.28,+2.7,+0.29,65,168,38.7,284,44,40.5,36.7,74,71.6,49.1,108,9,8.3,1,0.11,11.9,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,1,0,0,0,0,0,0,48,0,0,
Wuilker Faríñez,ve VEN,GK,Lens,fr Ligue 1,24,1998,9,8,765,8.5,10,1.18,31,22,71.0,5,2,1,3,37.5,1,1,0,0,0.0,0,0,0,8.3,0.24,-1.7,-0.20,25,77,32.5,161,40,39.1,33.4,61,23.0,25.7,70,0,0.0,9,1.06,14.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,49,0,0,
Aitor Fernández,es ESP,GK,Levante,es La Liga,30,1991,13,13,1166,13.0,29,2.24,79,51,64.6,1,5,7,2,15.4,2,1,1,0,50.0,0,8,0,24.9,0.29,-4.1,-0.32,73,174,42.0,290,62,46.2,40.2,91,44.0,36.4,111,5,4.5,11,0.85,16.3,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,4,0,0,0,1,0,0,51,0,0,
Álvaro Fernández,es ESP,GK,Brentford,eng Premier League,24,1998,12,12,1080,12.0,24,2.00,67,46,65.7,3,2,7,1,8.3,1,1,0,0,0.0,0,5,2,24.7,0.36,+2.7,+0.23,82,247,33.2,417,56,48.0,38.6,83,56.6,41.0,123,7,5.7,10,0.83,14.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,3,0,0,0,0,0,0,68,0,0,
Vincenzo Fiorillo,it ITA,GK,Salernitana,it Serie A,32,1990,1,1,90,1.0,5,5.00,8,3,37.5,0,0,1,0,0.0,0,0,0,0,,0,1,0,2.6,0.33,-2.4,-2.38,11,19,57.9,20,4,50.0,41.3,11,81.8,53.3,7,1,14.3,0,0.00,10.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,2,0,0,
Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,28,1993,29,29,2610,29.0,30,1.03,124,97,77.4,14,9,6,10,34.5,2,2,0,0,0.0,1,3,1,30.8,0.26,+4.8,+0.17,259,626,41.4,968,104,47.9,42.9,213,76.1,62.5,256,15,5.9,23,0.82,15.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,0,0,1,0,0,0,0,0,0,148,0,0,
Fraser Forster,eng ENG,GK,Southampton,eng Premier League,34,1988,16,16,1440,16.0,28,1.75,83,58,68.7,6,4,6,3,18.8,2,2,0,0,0.0,0,4,1,28.0,0.32,+1.0,+0.06,106,318,33.3,396,57,55.3,45.2,122,81.1,56.7,153,15,9.8,12,0.75,13.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,3,0,0,0,0,0,0,71,0,0,
Ben Foster,eng ENG,GK,Watford,eng Premier League,39,1983,22,22,1980,22.0,41,1.86,88,49,55.7,5,4,13,3,13.6,3,2,1,0,33.3,0,4,1,31.1,0.37,-3.9,-0.19,189,541,34.9,525,57,71.2,51.6,185,90.3,64.5,212,11,5.2,23,1.10,15.8,0,1,0,0,0,0,0.00,0.05,0.05,0.00,0.05,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,0,1,4,0,0,0,0,0,0,107,0,0,
Marius Funk,de GER,GK,Greuther Fürth,de Bundesliga,26,1996,8,8,720,8.0,30,3.75,52,26,46.2,0,0,8,0,0.0,2,2,0,0,0.0,0,4,2,24.4,0.44,-3.6,-0.46,70,193,36.3,293,28,49.5,42.1,69,69.6,53.8,51,3,5.9,12,1.50,17.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.02,0.02,0.00,0.02,0,1,1,0,0,0,0,0,1,37,0,0,
Gauthier Gallon,fr FRA,GK,Troyes,fr Ligue 1,29,1993,30,30,2700,30.0,42,1.40,119,86,71.4,8,8,14,8,26.7,8,8,0,0,0.0,0,7,2,38.6,0.26,-1.4,-0.05,212,501,42.3,778,151,46.0,38.8,242,59.1,43.5,276,18,6.5,13,0.43,12.7,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,8,0,0,0,0,0,0,153,0,0,
Joan García,es ESP,GK,Espanyol,es La Liga,20,2001,2,1,108,1.2,3,2.50,3,0,0.0,0,0,1,0,0.0,0,0,0,0,,0,0,0,1.2,0.39,-1.8,-1.53,4,12,33.3,31,9,32.3,31.4,2,100.0,71.5,11,2,18.2,2,1.67,18.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,9,0,0,
David de Gea,es ESP,GK,Manchester Utd,eng Premier League,31,1990,34,34,3060,34.0,51,1.50,159,112,69.8,15,9,10,7,20.6,6,3,3,0,50.0,0,6,3,53.1,0.33,+8.1,+0.24,123,334,36.8,534,110,37.6,35.4,261,51.0,42.3,250,8,3.2,8,0.24,13.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,1,0,0,0,0,0,0,96,0,0,
Luca Gemello,it ITA,GK,Torino,it Serie A,21,2000,1,1,90,1.0,0,0.00,4,4,100.0,1,0,0,1,100.0,0,0,0,0,,0,0,0,0.8,0.20,+0.8,+0.80,9,28,32.1,31,1,80.6,51.8,3,100.0,60.7,4,0,0.0,0,0.00,12.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,4,0,0,
Rafał Gikiewicz,pl POL,GK,Augsburg,de Bundesliga,34,1987,30,30,2700,30.0,47,1.57,132,87,66.7,8,8,14,8,26.7,3,3,0,0,0.0,1,3,2,42.9,0.31,-2.1,-0.07,232,594,39.1,855,122,48.9,40.5,256,68.8,51.5,269,19,7.1,32,1.07,16.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,0,0,6,0,0,0,0,0,0,167,0,0,
Alfred Gomis,sn SEN,GK,Rennes,fr Ligue 1,28,1993,22,22,1980,22.0,21,0.95,55,37,69.1,13,4,5,9,40.9,4,4,0,0,0.0,0,3,1,21.0,0.34,+1.0,+0.05,130,285,45.6,555,101,35.0,33.9,134,67.9,51.0,210,11,5.2,14,0.64,14.7,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,1,4,0,0,0,0,0,1,132,0,0,
Jens Grahl,de GER,GK,Eint Frankfurt,de Bundesliga,33,1988,1,1,90,1.0,2,2.00,4,2,50.0,0,0,1,0,0.0,0,0,0,0,,0,0,0,1.1,0.27,-0.9,-0.91,2,6,33.3,19,5,10.5,26.1,11,36.4,40.5,9,1,11.1,0,0.00,13.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,3,0,0,
Ivo Grbić,hr CRO,GK,Lille,fr Ligue 1,26,1996,21,21,1890,21.0,28,1.33,88,63,70.5,8,7,6,2,9.5,2,2,0,0,0.0,1,6,1,27.2,0.29,+0.2,+0.01,110,287,38.3,419,85,44.6,38.7,164,61.0,46.2,203,21,10.3,13,0.62,14.5,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,9,0,0,0,0,0,0,74,0,0,
Etienne Green,eng ENG,GK,Saint-Étienne,fr Ligue 1,21,2000,15,15,1197,13.3,27,2.03,67,43,61.2,2,5,8,1,6.7,1,1,0,0,0.0,1,3,2,20.6,0.29,-4.4,-0.33,75,188,39.9,295,65,41.7,37.9,109,59.6,47.4,112,9,8.0,8,0.60,14.5,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.02,0.02,0.00,0.02,0,1,1,0,0,0,0,0,1,63,0,0,
Dominik Greif,sk SVK,GK,Mallorca,es La Liga,25,1997,1,1,90,1.0,3,3.00,6,3,50.0,0,0,1,0,0.0,0,0,0,0,,1,0,0,1.1,0.19,-1.9,-1.87,2,13,15.4,21,6,42.9,37.8,10,40.0,37.4,8,0,0.0,1,1.00,13.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,8,0,0,
Lennart Grill,de GER,GK,Leverkusen,de Bundesliga,23,1999,1,1,90,1.0,2,2.00,6,5,66.7,1,0,0,0,0.0,0,0,0,0,,0,0,1,1.1,0.19,+0.1,+0.15,4,17,23.5,36,6,30.6,32.1,9,66.7,47.9,8,0,0.0,0,0.00,7.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,5,0,0,
Vicente Guaita,es ESP,GK,Crystal Palace,eng Premier League,35,1987,27,27,2385,26.5,32,1.21,104,75,72.1,7,10,10,9,33.3,3,3,0,0,0.0,1,9,0,27.8,0.25,-4.2,-0.16,146,321,45.5,677,142,35.3,32.9,177,46.3,37.3,196,15,7.7,16,0.60,14.6,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,1,2,0,0,0,0,0,1,135,0,0,
Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,31,1990,30,30,2700,30.0,30,1.00,96,70,71.9,16,6,8,9,30.0,3,3,0,0,0.0,0,6,1,29.6,0.30,+2.6,+0.09,135,339,39.8,857,135,31.5,33.0,180,38.3,35.5,206,8,3.9,38,1.31,18.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,3,0,0,0,0,0,0,148,0,0,
Angus Gunn,eng ENG,GK,Norwich City,eng Premier League,26,1996,7,7,630,7.0,18,2.57,42,26,61.9,1,1,5,1,14.3,4,2,1,1,33.3,0,2,0,18.4,0.39,+0.4,+0.06,46,112,41.1,162,32,53.1,40.3,62,41.9,38.5,69,6,8.7,6,0.86,14.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,31,0,0,
Samir Handanović,si SVN,GK,Inter,it Serie A,37,1984,33,33,2970,33.0,26,0.79,109,86,79.8,21,9,3,14,42.4,4,4,0,0,0.0,0,3,1,27.2,0.22,+3.2,+0.10,183,335,54.6,954,138,31.0,30.5,131,29.8,30.5,220,11,5.0,2,0.06,11.9,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,2,0,0,0,0,0,0,94,0,0,
Wayne Hennessey,wls WAL,GK,Burnley,eng Premier League,35,1987,2,2,180,2.0,6,3.00,13,7,53.8,0,0,2,0,0.0,0,0,0,0,,0,1,1,4.2,0.34,-0.8,-0.38,26,65,40.0,59,8,76.3,57.8,21,95.2,69.9,20,1,5.0,3,1.50,15.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.06,0.06,0.00,0.06,0,0,1,0,0,0,0,0,0,12,0,0,
Sergio Herrera,es ESP,GK,Osasuna,es La Liga,28,1993,32,32,2880,32.0,42,1.31,116,78,67.2,12,8,12,12,37.5,7,4,3,0,42.9,0,8,1,38.8,0.30,-2.2,-0.07,378,797,47.4,751,62,74.4,53.7,271,87.8,62.1,332,19,5.7,37,1.16,15.7,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,10,0,0,0,0,0,0,164,0,0,
Marwin Hitz,ch SUI,GK,Dortmund,de Bundesliga,34,1987,3,2,225,2.5,7,2.80,16,10,62.5,0,0,2,0,0.0,1,1,0,0,0.0,0,0,0,2.5,0.18,-1.5,-0.99,4,9,44.4,47,9,19.1,29.4,7,0.0,23.4,11,3,27.3,1,0.67,15.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,9,0,0,
Timo Horn,de GER,GK,Köln,de Bundesliga,28,1993,13,13,1170,13.0,21,1.62,55,35,61.8,4,6,3,1,7.7,0,0,0,0,,0,4,1,18.3,0.34,-1.7,-0.13,90,185,48.6,437,47,35.2,35.6,83,37.3,37.4,90,3,3.3,12,0.92,15.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,1,0,0,0,0,0,0,59,0,0,
Lukáš Hrádecký,fi FIN,GK,Leverkusen,de Bundesliga,32,1989,30,30,2700,30.0,42,1.40,144,103,72.2,15,7,8,7,23.3,4,2,1,1,33.3,2,7,0,42.4,0.29,+1.4,+0.05,171,426,40.1,943,152,35.4,34.5,203,45.3,39.3,222,14,6.3,24,0.83,15.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,3,0,0,0,0,0,0,143,0,0,
Stefanos Kapino,gr GRE,GK,Arminia,de Bundesliga,28,1994,1,1,90,1.0,0,0.00,4,4,100.0,1,0,0,1,100.0,0,0,0,0,,0,0,0,1.5,0.37,+1.5,+1.48,8,19,42.1,21,2,52.4,41.1,10,80.0,51.2,22,0,0.0,1,1.00,14.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,7,0,0,
Eiji Kawashima,jp JPN,GK,Strasbourg,fr Ligue 1,39,1983,1,1,90,1.0,0,0.00,1,1,100.0,1,0,0,1,100.0,0,0,0,0,,0,0,0,0.0,0.02,0.0,+0.02,1,4,25.0,24,5,8.3,28.4,7,28.6,32.3,8,0,0.0,0,0.00,13.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,5,0,0,
Caoimhín Kelleher,ie IRL,GK,Liverpool,eng Premier League,23,1998,2,2,180,2.0,2,1.00,8,5,75.0,1,1,0,1,50.0,0,0,0,0,,0,0,0,2.6,0.32,+0.6,+0.28,8,16,50.0,77,12,18.2,26.3,13,15.4,26.3,11,0,0.0,3,1.50,16.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,1,0,0,0,0,0,0,11,0,0,
Kristoffer Klaesson,no NOR,GK,Leeds United,eng Premier League,21,2000,1,0,36,0.4,0,0.00,4,4,100.0,0,0,0,0,,0,0,0,0,,0,0,0,0.3,0.07,+0.3,+0.67,2,4,50.0,8,2,37.5,34.4,3,33.3,31.0,4,1,25.0,0,0.00,25.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,2,0,0,
Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,24,1997,29,29,2565,28.5,39,1.37,105,71,65.7,20,3,6,7,24.1,3,3,0,0,0.0,2,5,2,35.6,0.32,-1.4,-0.05,103,277,37.2,836,135,24.4,30.2,184,39.7,37.1,189,20,10.6,27,0.95,15.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,1,6,0,0,0,0,0,1,154,0,0,
Tim Krul,nl NED,GK,Norwich City,eng Premier League,34,1988,26,26,2340,26.0,51,1.96,136,90,66.9,4,5,17,5,19.2,8,6,1,1,14.3,1,8,2,44.1,0.31,-1.9,-0.08,160,412,38.8,695,132,45.2,39.7,190,51.6,43.7,209,10,4.8,10,0.42,12.7,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.02,0.02,0.00,0.02,0,0,1,0,0,0,0,0,0,124,0,0,
Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,23,1999,33,33,2970,33.0,38,1.15,126,91,72.2,13,8,12,8,24.2,5,3,2,0,40.0,0,6,1,37.4,0.27,+0.4,+0.01,171,548,31.2,708,108,50.0,43.8,245,79.2,57.2,243,19,7.8,23,0.70,15.0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,3,0,0,0,0,0,0,142,0,0,
Jean-Louis Leca,fr FRA,GK,Lens,fr Ligue 1,36,1985,26,26,2295,25.5,32,1.25,92,63,68.5,10,7,9,5,19.2,4,3,1,0,25.0,1,2,0,28.0,0.30,-3.0,-0.12,113,269,42.0,521,127,37.8,34.7,184,39.1,35.2,207,23,11.1,13,0.53,13.4,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,1,3,0,0,1,0,0,1,129,0,0,
Jeremías Ledesma,ar ARG,GK,Cádiz,es La Liga,29,1993,33,33,2970,33.0,46,1.39,136,97,72.8,6,13,14,11,33.3,11,9,2,0,18.2,0,9,0,47.1,0.28,+1.1,+0.03,281,737,38.1,719,95,69.4,53.0,283,84.1,64.4,323,30,9.3,14,0.42,13.2,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,2,9,0,0,0,0,0,2,172,1,0,100.0
Bernd Leno,de GER,GK,Arsenal,eng Premier League,30,1992,4,4,360,4.0,9,2.25,19,9,52.6,1,0,3,1,25.0,0,0,0,0,,0,1,0,7.4,0.39,-1.6,-0.41,16,53,30.2,74,12,37.8,37.1,37,67.6,49.8,48,2,4.2,1,0.25,12.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,16,0,0,
Luca Lezzerini,it ITA,GK,Venezia,it Serie A,27,1995,6,6,495,5.5,9,1.64,39,30,76.9,2,1,3,0,0.0,0,0,0,0,,0,0,0,11.6,0.31,+2.6,+0.47,30,70,42.9,155,39,33.5,32.9,42,42.9,34.9,57,2,3.5,2,0.36,11.4,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,1,0,0,0,0,0,0,32,0,0,
Andreas Linde,se SWE,GK,Greuther Fürth,de Bundesliga,28,1993,10,10,900,10.0,20,2.00,54,34,64.8,1,4,5,3,30.0,1,1,0,0,0.0,0,4,1,14.6,0.29,-0.4,-0.04,62,185,33.5,300,48,45.3,39.4,79,62.0,47.6,130,9,6.9,4,0.44,14.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,55,0,0,
Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,35,1986,33,33,2970,33.0,38,1.15,123,88,70.7,18,4,11,13,39.4,2,2,0,0,0.0,1,5,1,36.5,0.29,-0.5,-0.02,137,290,47.2,563,124,35.9,34.0,232,37.9,33.1,298,19,6.4,22,0.69,14.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.5,0.00,0.02,0.02,0.00,0.02,0,0,3,0,0,0,0,0,0,131,0,1,0.0
Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,31,1990,30,30,2622,29.1,39,1.34,128,94,71.9,11,11,8,7,23.3,3,3,0,0,0.0,1,6,3,37.0,0.27,+1.0,+0.03,135,280,48.2,805,128,27.7,31.4,186,30.6,33.1,215,10,4.7,21,0.72,15.3,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,4,0,0,0,0,0,0,119,0,1,0.0
Diego López,es ESP,GK,Espanyol,es La Liga,40,1981,31,31,2727,30.3,41,1.35,124,87,69.4,10,9,12,9,29.0,3,3,0,0,0.0,0,4,2,36.0,0.27,-3.0,-0.10,156,415,37.6,743,170,40.2,37.7,240,48.3,40.3,349,38,10.9,24,0.79,14.0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,5,0,0,0,0,0,0,160,0,0,
